player,team,position,date,round,home_away,opponent,minutes,goals,assists,pens_made,pens_att,shots,shots_on_target,yellow_cards,red_cards,touches,tackles,interceptions,blocks,xg,npxg,xag,sca,gca,passes_completed,carries,progressive_carries,goals_conceded,clean_sheet,own_goals,ball_recoveries,penalties_won,fouls,fouled,saves,penalties_saved,season,fantasy_position,fantasy_points,matchday
Leroy Sané,de Bayern Munich,AM,2022-10-12,Group stage,away,Viktoria Plzeň cz,69,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2022-2023,MID,5,8
Marcel Sabitzer,de Bayern Munich,"FW,MF",2022-10-12,Group stage,away,Viktoria Plzeň cz,21,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2022-2023,FWD,0,8
Thomas Müller,de Bayern Munich,AM,2022-10-12,Group stage,away,Viktoria Plzeň cz,27,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2022-2023,MID,9,8
Mathys Tel,de Bayern Munich,"FW,MF",2022-10-12,Group stage,away,Viktoria Plzeň cz,63,0,0,0,0,3,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2022-2023,FWD,2,8
Kingsley Coman,de Bayern Munich,AM,2022-10-12,Group stage,away,Viktoria Plzeň cz,45,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2022-2023,MID,4,8
Eric Maxim Choupo-Moting,de Bayern Munich,"FW,MF",2022-10-12,Group stage,away,Viktoria Plzeň cz,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2022-2023,FWD,1,8
Joshua Kimmich,de Bayern Munich,DM,2022-10-12,Group stage,away,Viktoria Plzeň cz,90,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2022-2023,MID,2,8
Leon Goretzka,de Bayern Munich,DM,2022-10-12,Group stage,away,Viktoria Plzeň cz,55,2,1,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2022-2023,MID,14,8
Ryan Gravenberch,de Bayern Munich,MF,2022-10-12,Group stage,away,Viktoria Plzeň cz,35,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2022-2023,MID,1,8
Josip Stanišić,de Bayern Munich,LB,2022-10-12,Group stage,away,Viktoria Plzeň cz,90,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2022-2023,DEF,1,8
Dayot Upamecano,de Bayern Munich,CB,2022-10-12,Group stage,away,Viktoria Plzeň cz,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2022-2023,DEF,1,8
Paul Wanner,de Bayern Munich,MF,2022-10-12,Group stage,away,Viktoria Plzeň cz,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2022-2023,MID,1,8
Benjamin Pavard,de Bayern Munich,CB,2022-10-12,Group stage,away,Viktoria Plzeň cz,90,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2022-2023,DEF,1,8
Noussair Mazraoui,de Bayern Munich,RB,2022-10-12,Group stage,away,Viktoria Plzeň cz,90,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2022-2023,DEF,0,8
Sven Ulreich,de Bayern Munich,GK,2022-10-12,Group stage,away,Viktoria Plzeň cz,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,4,0,2022-2023,GK,5,8
Patrik Schick,Leverkusen de,FW,2022-10-12,Group stage,home,pt Porto,90,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,2022-2023,FWD,2,8
Callum Hudson-Odoi,Leverkusen de,AM,2022-10-12,Group stage,home,pt Porto,68,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,2022-2023,MID,2,8
Adam Hložek,Leverkusen de,"FW,MF",2022-10-12,Group stage,home,pt Porto,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,2022-2023,FWD,1,8
Moussa Diaby,Leverkusen de,AM,2022-10-12,Group stage,home,pt Porto,87,0,0,0,0,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,2022-2023,MID,2,8
Timothy Fosu-Mensah,Leverkusen de,DF,2022-10-12,Group stage,home,pt Porto,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,2022-2023,DEF,0,8
Amine Adli,Leverkusen de,AM,2022-10-12,Group stage,home,pt Porto,56,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,2022-2023,MID,1,8
Paulinho,Leverkusen de,"FW,MF",2022-10-12,Group stage,home,pt Porto,34,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,2022-2023,FWD,0,8
Kerem Demirbay,Leverkusen de,DM,2022-10-12,Group stage,home,pt Porto,90,0,0,0,1,2,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,2022-2023,MID,2,8
Charles Aránguiz,Leverkusen de,DM,2022-10-12,Group stage,home,pt Porto,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,2022-2023,MID,2,8
Mitchel Bakker,Leverkusen de,LB,2022-10-12,Group stage,home,pt Porto,90,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,2022-2023,DEF,0,8
Piero Hincapié,Leverkusen de,CB,2022-10-12,Group stage,home,pt Porto,90,0,0,0,0,1,0,1,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,2022-2023,DEF,0,8
Jonathan Tah,Leverkusen de,CB,2022-10-12,Group stage,home,pt Porto,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,2022-2023,DEF,1,8
Odilon Kossounou,Leverkusen de,RB,2022-10-12,Group stage,home,pt Porto,68,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,2022-2023,DEF,1,8
Edmond Tapsoba,Leverkusen de,DF,2022-10-12,Group stage,home,pt Porto,22,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,2022-2023,DEF,0,8
Lukáš Hrádecký,Leverkusen de,GK,2022-10-12,Group stage,home,pt Porto,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,2022-2023,GK,1,8
Mehdi Taremi,pt Porto,FW,2022-10-12,Group stage,away,Leverkusen de,89,2,0,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2022-2023,FWD,10,8
Danny Loader,pt Porto,"FW,MF",2022-10-12,Group stage,away,Leverkusen de,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022-2023,FWD,1,8
Galeno,pt Porto,FW,2022-10-12,Group stage,away,Leverkusen de,84,1,0,0,0,1,1,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2022-2023,FWD,6,8
Gonçalo Borges,pt Porto,MF,2022-10-12,Group stage,away,Leverkusen de,6,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022-2023,MID,0,8
Pepê,pt Porto,LM,2022-10-12,Group stage,away,Leverkusen de,90,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2022-2023,MID,3,8
Otávio,pt Porto,RM,2022-10-12,Group stage,away,Leverkusen de,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2022-2023,MID,3,8
Stephen Eustáquio,pt Porto,DM,2022-10-12,Group stage,away,Leverkusen de,89,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2022-2023,MID,3,8
Toni Martínez,pt Porto,FW,2022-10-12,Group stage,away,Leverkusen de,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022-2023,FWD,1,8
Mateus Uribe,pt Porto,DM,2022-10-12,Group stage,away,Leverkusen de,84,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2022-2023,MID,3,8
Bernardo Folha,pt Porto,MF,2022-10-12,Group stage,away,Leverkusen de,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022-2023,MID,1,8
Zaidu Sanusi,pt Porto,LB,2022-10-12,Group stage,away,Leverkusen de,90,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2022-2023,DEF,6,8
David Carmo,pt Porto,CB,2022-10-12,Group stage,away,Leverkusen de,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2022-2023,DEF,6,8
Fábio Cardoso,pt Porto,CB,2022-10-12,Group stage,away,Leverkusen de,90,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2022-2023,DEF,6,8
João Mário Lopes,pt Porto,RB,2022-10-12,Group stage,away,Leverkusen de,45,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022-2023,DEF,0,8
Evanilson,pt Porto,FW,2022-10-12,Group stage,away,Leverkusen de,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022-2023,FWD,1,8
Diogo Costa,pt Porto,GK,2022-10-12,Group stage,away,Leverkusen de,90,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4,0,2022-2023,GK,13,8
Noah Okafor,RB Salzburg at,FW,2022-10-25,Group stage,home,eng Chelsea,77,0,0,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2022-2023,FWD,2,9
Roko Simic,RB Salzburg at,FW,2022-10-25,Group stage,home,eng Chelsea,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2022-2023,FWD,1,9
Junior Adamu,RB Salzburg at,FW,2022-10-25,Group stage,home,eng Chelsea,81,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2022-2023,FWD,6,9
Dijon Kameri,RB Salzburg at,MF,2022-10-25,Group stage,home,eng Chelsea,9,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2022-2023,MID,1,9
Luka Sučić,RB Salzburg at,FW,2022-10-25,Group stage,home,eng Chelsea,60,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2022-2023,FWD,1,9
Benjamin Šeško,RB Salzburg at,FW,2022-10-25,Group stage,home,eng Chelsea,30,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2022-2023,FWD,1,9
Maurits Kjærgaard,RB Salzburg at,CM,2022-10-25,Group stage,home,eng Chelsea,90,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2022-2023,MID,2,9
Nicolas Seiwald,RB Salzburg at,CM,2022-10-25,Group stage,home,eng Chelsea,90,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2022-2023,MID,2,9
Lucas Gourna-Douath,RB Salzburg at,DM,2022-10-25,Group stage,home,eng Chelsea,90,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2022-2023,MID,2,9
Maximilian Wöber,RB Salzburg at,LB,2022-10-25,Group stage,home,eng Chelsea,77,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2022-2023,DEF,4,9
Andreas Ulmer,RB Salzburg at,DF,2022-10-25,Group stage,home,eng Chelsea,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2022-2023,DEF,0,9
Strahinja Pavlović,RB Salzburg at,CB,2022-10-25,Group stage,home,eng Chelsea,90,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2022-2023,DEF,1,9
Bernardo,RB Salzburg at,CB,2022-10-25,Group stage,home,eng Chelsea,90,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2022-2023,DEF,1,9
Amar Dedić,RB Salzburg at,RB,2022-10-25,Group stage,home,eng Chelsea,90,0,0,0,0,2,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2022-2023,DEF,1,9
Philipp Köhn,RB Salzburg at,GK,2022-10-25,Group stage,home,eng Chelsea,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,8,0,2022-2023,GK,9,9
Pierre-Emerick Aubameyang,eng Chelsea,FW,2022-10-25,Group stage,away,RB Salzburg at,74,0,0,0,0,6,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2022-2023,FWD,2,9
Armando Broja,eng Chelsea,FW,2022-10-25,Group stage,away,RB Salzburg at,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2022-2023,FWD,1,9
Kai Havertz,eng Chelsea,FW,2022-10-25,Group stage,away,RB Salzburg at,90,1,0,0,0,4,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2022-2023,FWD,6,9
Conor Gallagher,eng Chelsea,AM,2022-10-25,Group stage,away,RB Salzburg at,87,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2022-2023,MID,1,9
Hakim Ziyech,eng Chelsea,"FW,MF",2022-10-25,Group stage,away,RB Salzburg at,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2022-2023,FWD,1,9
Raheem Sterling,eng Chelsea,DM,2022-10-25,Group stage,away,RB Salzburg at,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2022-2023,MID,2,9
Mason Mount,eng Chelsea,MF,2022-10-25,Group stage,away,RB Salzburg at,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2022-2023,MID,1,9
Mateo Kovačić,eng Chelsea,DM,2022-10-25,Group stage,away,RB Salzburg at,67,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2022-2023,MID,7,9
Ruben Loftus-Cheek,eng Chelsea,MF,2022-10-25,Group stage,away,RB Salzburg at,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2022-2023,MID,1,9
Jorginho,eng Chelsea,DM,2022-10-25,Group stage,away,RB Salzburg at,90,0,0,0,0,2,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2022-2023,MID,2,9
Christian Pulisic,eng Chelsea,DM,2022-10-25,Group stage,away,RB Salzburg at,74,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2022-2023,MID,5,9
César Azpilicueta,eng Chelsea,"DF,MF",2022-10-25,Group stage,away,RB Salzburg at,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2022-2023,DEF,1,9
Marc Cucurella,eng Chelsea,CB,2022-10-25,Group stage,away,RB Salzburg at,90,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2022-2023,DEF,2,9
Thiago Silva,eng Chelsea,CB,2022-10-25,Group stage,away,RB Salzburg at,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2022-2023,DEF,2,9
Trevoh Chalobah,eng Chelsea,CB,2022-10-25,Group stage,away,RB Salzburg at,90,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2022-2023,DEF,2,9
Kepa Arrizabalaga,eng Chelsea,GK,2022-10-25,Group stage,away,RB Salzburg at,90,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5,0,2022-2023,GK,6,9
Kasper Dolberg,Sevilla es,FW,2022-10-25,Group stage,home,dk FC Copenhagen,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022-2023,FWD,1,9
Youssef En-Nesyri,Sevilla es,FW,2022-10-25,Group stage,home,dk FC Copenhagen,24,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022-2023,FWD,5,9
Rafa Mir,Sevilla es,"FW,MF",2022-10-25,Group stage,home,dk FC Copenhagen,21,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022-2023,FWD,1,9
Isco,Sevilla es,FW,2022-10-25,Group stage,home,dk FC Copenhagen,90,1,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2022-2023,FWD,6,9
Papu Gómez,Sevilla es,LM,2022-10-25,Group stage,home,dk FC Copenhagen,76,0,1,0,0,2,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2022-2023,MID,6,9
Marcos Acuña,Sevilla es,"DF,MF",2022-10-25,Group stage,home,dk FC Copenhagen,14,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022-2023,DEF,4,9
Joan Jordán,Sevilla es,CM,2022-10-25,Group stage,home,dk FC Copenhagen,90,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2022-2023,MID,3,9
Ivan Rakitić,Sevilla es,CM,2022-10-25,Group stage,home,dk FC Copenhagen,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2022-2023,MID,3,9
Suso,Sevilla es,RM,2022-10-25,Group stage,home,dk FC Copenhagen,54,0,0,0,0,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022-2023,MID,1,9
Érik Lamela,Sevilla es,"FW,MF",2022-10-25,Group stage,home,dk FC Copenhagen,36,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022-2023,FWD,0,9
Alex Telles,Sevilla es,LB,2022-10-25,Group stage,home,dk FC Copenhagen,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2022-2023,DEF,6,9
Marcão,Sevilla es,CB,2022-10-25,Group stage,home,dk FC Copenhagen,90,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2022-2023,DEF,6,9
Nemanja Gudelj,Sevilla es,CB,2022-10-25,Group stage,home,dk FC Copenhagen,90,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2022-2023,DEF,6,9
Gonzalo Montiel,Sevilla es,RB,2022-10-25,Group stage,home,dk FC Copenhagen,90,1,0,0,0,1,1,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2022-2023,DEF,11,9
Marko Dmitrović,Sevilla es,GK,2022-10-25,Group stage,home,dk FC Copenhagen,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,2022-2023,GK,8,9
Mohamed Daramy,dk FC Copenhagen,FW,2022-10-25,Group stage,away,Sevilla es,90,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,2022-2023,FWD,2,9
Hákon Haraldsson,dk FC Copenhagen,FW,2022-10-25,Group stage,away,Sevilla es,71,0,0,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,2022-2023,FWD,2,9
Andreas Cornelius,dk FC Copenhagen,FW,2022-10-25,Group stage,away,Sevilla es,19,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,2022-2023,FWD,1,9
Ísak Jóhannesson,dk FC Copenhagen,FW,2022-10-25,Group stage,away,Sevilla es,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,2022-2023,FWD,2,9
Roony Bardghji,dk FC Copenhagen,FW,2022-10-25,Group stage,away,Sevilla es,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,2022-2023,FWD,1,9
William Clem,dk FC Copenhagen,CM,2022-10-25,Group stage,away,Sevilla es,80,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,2022-2023,MID,2,9
Orri Steinn Óskarsson,dk FC Copenhagen,FW,2022-10-25,Group stage,away,Sevilla es,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,2022-2023,FWD,1,9
Viktor Claesson,dk FC Copenhagen,CM,2022-10-25,Group stage,away,Sevilla es,90,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,2022-2023,MID,1,9
Lukas Lerager,dk FC Copenhagen,CM,2022-10-25,Group stage,away,Sevilla es,90,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,2022-2023,MID,2,9
Victor Bernth Kristiansen,dk FC Copenhagen,LB,2022-10-25,Group stage,away,Sevilla es,90,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,2022-2023,DEF,1,9
Valdemar Lund,dk FC Copenhagen,CB,2022-10-25,Group stage,away,Sevilla es,79,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,2022-2023,DEF,1,9
Kevin Diks,dk FC Copenhagen,DF,2022-10-25,Group stage,away,Sevilla es,11,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,2022-2023,DEF,0,9
Davit Khocholava,dk FC Copenhagen,CB,2022-10-25,Group stage,away,Sevilla es,89,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,2022-2023,DEF,-2,9
Elias Jelert,dk FC Copenhagen,RB,2022-10-25,Group stage,away,Sevilla es,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,2022-2023,DEF,1,9
Christian Sørensen,dk FC Copenhagen,"DF,MF",2022-10-25,Group stage,away,Sevilla es,10,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,2022-2023,DEF,-1,9
Kamil Grabara,dk FC Copenhagen,GK,2022-10-25,Group stage,away,Sevilla es,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,8,0,2022-2023,GK,9,9
Gonçalo Ramos,Benfica pt,FW,2022-10-25,Group stage,home,it Juventus,86,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,2022-2023,FWD,2,9
David Neres,Benfica pt,"FW,MF",2022-10-25,Group stage,home,it Juventus,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,2022-2023,FWD,1,9
João Mário,Benfica pt,AM,2022-10-25,Group stage,home,it Juventus,89,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,2022-2023,MID,10,9
Chiquinho,Benfica pt,"FW,MF",2022-10-25,Group stage,home,it Juventus,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,2022-2023,FWD,1,9
Fredrik Aursnes,Benfica pt,DM,2022-10-25,Group stage,home,it Juventus,90,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,2022-2023,MID,2,9
Florentino Luís,Benfica pt,DM,2022-10-25,Group stage,home,it Juventus,90,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,2022-2023,MID,2,9
Enzo Fernández,Benfica pt,DM,2022-10-25,Group stage,home,it Juventus,90,0,1,0,0,3,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,2022-2023,MID,4,9
Rafa Silva,Benfica pt,DM,2022-10-25,Group stage,home,it Juventus,86,2,0,0,0,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,2022-2023,MID,12,9
Petar Musa,Benfica pt,FW,2022-10-25,Group stage,home,it Juventus,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,2022-2023,FWD,1,9
Álex Grimaldo,Benfica pt,LB,2022-10-25,Group stage,home,it Juventus,90,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,2022-2023,DEF,4,9
