player,team,position,date,round,home_away,opponent,minutes,goals,assists,pens_made,pens_att,shots,shots_on_target,yellow_cards,red_cards,touches,tackles,interceptions,blocks,xg,npxg,xag,sca,gca,passes_completed,carries,progressive_carries,goals_conceded,clean_sheet,own_goals,ball_recoveries,penalties_won,fouls,fouled,saves,penalties_saved,season,fantasy_position,fantasy_points,matchday
Antoni Milambo,nl Feyenoord,AM,2025-01-29,League phase,away,Lille fr,90,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,2024-2025,MID,2,16
Anis Hadj Moussa,nl Feyenoord,AM,2025-01-29,League phase,away,Lille fr,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,2024-2025,MID,2,16
Hwang In-beom,nl Feyenoord,DM,2025-01-29,League phase,away,Lille fr,45,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,2024-2025,MID,1,16
Gjivai Zechiël,nl Feyenoord,MF,2025-01-29,League phase,away,Lille fr,45,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,2024-2025,MID,1,16
Thomas Beelen,nl Feyenoord,DM,2025-01-29,League phase,away,Lille fr,90,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,2024-2025,MID,2,16
Gijs Smal,nl Feyenoord,LB,2025-01-29,League phase,away,Lille fr,90,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,2024-2025,DEF,-1,16
Dávid Hancko,nl Feyenoord,CB,2025-01-29,League phase,away,Lille fr,90,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,2024-2025,DEF,-1,16
Gernot Trauner,nl Feyenoord,CB,2025-01-29,League phase,away,Lille fr,90,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,2024-2025,DEF,1,16
Bart Nieuwkoop,nl Feyenoord,RB,2025-01-29,League phase,away,Lille fr,62,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,2024-2025,DEF,-1,16
Jeyland Mitchell,nl Feyenoord,DF,2025-01-29,League phase,away,Lille fr,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,2024-2025,DEF,-2,16
Justin Bijlow,nl Feyenoord,GK,2025-01-29,League phase,away,Lille fr,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,1,0,2024-2025,GK,-1,16
Timon Wellenreuther,nl Feyenoord,GK,2025-01-29,League phase,away,Lille fr,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,2024-2025,GK,-2,16
William Bøving,Sturm Graz at,FW,2025-01-29,League phase,home,de RB Leipzig,89,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2024-2025,FWD,2,16
Lovro Zvonarek,Sturm Graz at,MF,2025-01-29,League phase,home,de RB Leipzig,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-2025,MID,1,16
Seedy Jatta,Sturm Graz at,FW,2025-01-29,League phase,home,de RB Leipzig,73,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2024-2025,FWD,1,16
Amady Camara,Sturm Graz at,FW,2025-01-29,League phase,home,de RB Leipzig,17,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-2025,FWD,1,16
Otar Kiteishvili,Sturm Graz at,FW,2025-01-29,League phase,home,de RB Leipzig,90,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2024-2025,FWD,2,16
Tochi Chukwuani,Sturm Graz at,CM,2025-01-29,League phase,home,de RB Leipzig,90,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2024-2025,MID,3,16
Malick Yalcouye,Sturm Graz at,CM,2025-01-29,League phase,home,de RB Leipzig,90,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2024-2025,MID,3,16
Jon Gorenc Stanković,Sturm Graz at,DM,2025-01-29,League phase,home,de RB Leipzig,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2024-2025,MID,3,16
Stefan Hierländer,Sturm Graz at,MF,2025-01-29,League phase,home,de RB Leipzig,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-2025,MID,1,16
Dimitri Lavalée,Sturm Graz at,LB,2025-01-29,League phase,home,de RB Leipzig,90,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2024-2025,DEF,5,16
Gregory Wüthrich,Sturm Graz at,CB,2025-01-29,League phase,home,de RB Leipzig,90,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2024-2025,DEF,6,16
Niklas Geyrhofer,Sturm Graz at,CB,2025-01-29,League phase,home,de RB Leipzig,90,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2024-2025,DEF,6,16
Arjan Malic,Sturm Graz at,RB,2025-01-29,League phase,home,de RB Leipzig,90,1,0,0,0,2,2,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2024-2025,DEF,12,16
Kjell Scherpen,Sturm Graz at,GK,2025-01-29,League phase,home,de RB Leipzig,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5,0,2024-2025,GK,11,16
Loïs Openda,de RB Leipzig,FW,2025-01-29,League phase,away,Sturm Graz at,90,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2024-2025,FWD,2,16
Yussuf Poulsen,de RB Leipzig,FW,2025-01-29,League phase,away,Sturm Graz at,64,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2024-2025,FWD,2,16
Benjamin Šeško,de RB Leipzig,FW,2025-01-29,League phase,away,Sturm Graz at,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2024-2025,FWD,1,16
Christoph Baumgartner,de RB Leipzig,AM,2025-01-29,League phase,away,Sturm Graz at,64,0,0,0,0,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2024-2025,MID,2,16
David Raum,de RB Leipzig,"DF,MF",2025-01-29,League phase,away,Sturm Graz at,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2024-2025,DEF,1,16
Antonio Nusa,de RB Leipzig,DM,2025-01-29,League phase,away,Sturm Graz at,90,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2024-2025,MID,2,16
Arthur Vermeeren,de RB Leipzig,DM,2025-01-29,League phase,away,Sturm Graz at,90,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2024-2025,MID,2,16
Amadou Haidara,de RB Leipzig,DM,2025-01-29,League phase,away,Sturm Graz at,90,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2024-2025,MID,1,16
Lutsharel Geertruida,de RB Leipzig,DM,2025-01-29,League phase,away,Sturm Graz at,83,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2024-2025,MID,2,16
Lukas Klostermann,de RB Leipzig,"DF,MF",2025-01-29,League phase,away,Sturm Graz at,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2024-2025,DEF,1,16
El Chadaille Bitshiabu,de RB Leipzig,CB,2025-01-29,League phase,away,Sturm Graz at,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2024-2025,DEF,2,16
Castello Lukeba,de RB Leipzig,DF,2025-01-29,League phase,away,Sturm Graz at,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2024-2025,DEF,1,16
Willi Orban,de RB Leipzig,CB,2025-01-29,League phase,away,Sturm Graz at,90,0,0,0,0,2,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2024-2025,DEF,2,16
Nicolas Seiwald,de RB Leipzig,CB,2025-01-29,League phase,away,Sturm Graz at,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2024-2025,DEF,2,16
Xavi Simons,de RB Leipzig,"FW,MF",2025-01-29,League phase,away,Sturm Graz at,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2024-2025,FWD,1,16
Maarten Vandevoordt,de RB Leipzig,GK,2025-01-29,League phase,away,Sturm Graz at,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4,0,2024-2025,GK,6,16
Silvère Ganvoula M'Boussy,Young Boys ch,FW,2025-01-29,League phase,home,rs Red Star,60,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2024-2025,FWD,2,16
Cedric Itten,Young Boys ch,"FW,MF",2025-01-29,League phase,home,rs Red Star,30,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2024-2025,FWD,1,16
Joel Monteiro,Young Boys ch,FW,2025-01-29,League phase,home,rs Red Star,90,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2024-2025,FWD,2,16
Kastriot Imeri,Young Boys ch,AM,2025-01-29,League phase,home,rs Red Star,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2024-2025,MID,2,16
Meschak Elia,Young Boys ch,"FW,MF",2025-01-29,League phase,home,rs Red Star,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2024-2025,FWD,1,16
Łukasz Łakomy,Young Boys ch,DM,2025-01-29,League phase,home,rs Red Star,76,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2024-2025,MID,2,16
Miguel Chaiwa,Young Boys ch,MF,2025-01-29,League phase,home,rs Red Star,14,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2024-2025,MID,0,16
Sandro Lauper,Young Boys ch,DM,2025-01-29,League phase,home,rs Red Star,90,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2024-2025,MID,2,16
Darian Males,Young Boys ch,DM,2025-01-29,League phase,home,rs Red Star,45,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2024-2025,MID,1,16
Alan Virginius,Young Boys ch,MF,2025-01-29,League phase,home,rs Red Star,45,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2024-2025,MID,1,16
Zachary Athekame,Young Boys ch,LB,2025-01-29,League phase,home,rs Red Star,90,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2024-2025,DEF,2,16
Tanguy Zoukrou,Young Boys ch,CB,2025-01-29,League phase,home,rs Red Star,90,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2024-2025,DEF,2,16
Mohamed Aly Camara,Young Boys ch,CB,2025-01-29,League phase,home,rs Red Star,66,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2024-2025,DEF,2,16
Loris Benito,Young Boys ch,DF,2025-01-29,League phase,home,rs Red Star,24,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2024-2025,DEF,1,16
Lewin Blum,Young Boys ch,RB,2025-01-29,League phase,home,rs Red Star,90,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2024-2025,DEF,2,16
Marvin Keller,Young Boys ch,GK,2025-01-29,League phase,home,rs Red Star,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,2024-2025,GK,4,16
Cherif Ndiaye,rs Red Star,FW,2025-01-29,League phase,away,Young Boys ch,82,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2024-2025,FWD,2,16
Bruno Duarte,rs Red Star,FW,2025-01-29,League phase,away,Young Boys ch,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-2025,FWD,1,16
Mirko Ivanić,rs Red Star,AM,2025-01-29,League phase,away,Young Boys ch,90,0,0,0,0,4,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2024-2025,MID,3,16
Andrija Maksimović,rs Red Star,AM,2025-01-29,League phase,away,Young Boys ch,64,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2024-2025,MID,3,16
Guélor Kanga,rs Red Star,MF,2025-01-29,League phase,away,Young Boys ch,26,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-2025,MID,6,16
Silas Katompa,rs Red Star,AM,2025-01-29,League phase,away,Young Boys ch,82,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2024-2025,MID,3,16
Luka Ilić,rs Red Star,MF,2025-01-29,League phase,away,Young Boys ch,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-2025,MID,1,16
Rade Krunić,rs Red Star,DM,2025-01-29,League phase,away,Young Boys ch,90,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2024-2025,MID,3,16
Timi Elšnik,rs Red Star,DM,2025-01-29,League phase,away,Young Boys ch,90,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2024-2025,MID,3,16
Seol Young-woo,rs Red Star,LB,2025-01-29,League phase,away,Young Boys ch,90,0,1,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2024-2025,DEF,9,16
Vanja Drkušič,rs Red Star,CB,2025-01-29,League phase,away,Young Boys ch,90,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2024-2025,DEF,6,16
Nasser Djiga,rs Red Star,CB,2025-01-29,League phase,away,Young Boys ch,90,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2024-2025,DEF,6,16
Ognjen Mimovic,rs Red Star,RB,2025-01-29,League phase,away,Young Boys ch,90,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2024-2025,DEF,6,16
Ivan Guteša,rs Red Star,GK,2025-01-29,League phase,away,Young Boys ch,90,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,0,2024-2025,GK,8,16
Abel Ruiz,Girona es,FW,2025-01-29,League phase,home,eng Arsenal,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2024-2025,FWD,1,16
Cristhian Stuani,Girona es,"FW,MF",2025-01-29,League phase,home,eng Arsenal,34,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2024-2025,FWD,0,16
Arnaut Danjuma,Girona es,AM,2025-01-29,League phase,home,eng Arsenal,90,1,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2024-2025,MID,7,16
Yaser Asprilla,Girona es,AM,2025-01-29,League phase,home,eng Arsenal,56,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2024-2025,MID,1,16
Jhon Solis,Girona es,MF,2025-01-29,League phase,home,eng Arsenal,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2024-2025,MID,1,16
Viktor Tsyhankov,Girona es,AM,2025-01-29,League phase,home,eng Arsenal,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2024-2025,MID,2,16
Portu,Girona es,"FW,MF",2025-01-29,League phase,home,eng Arsenal,23,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2024-2025,FWD,0,16
Iván Martín,Girona es,DM,2025-01-29,League phase,home,eng Arsenal,67,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2024-2025,MID,2,16
Donny van de Beek,Girona es,MF,2025-01-29,League phase,home,eng Arsenal,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2024-2025,MID,1,16
Oriol Romeu,Girona es,DM,2025-01-29,League phase,home,eng Arsenal,56,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2024-2025,MID,1,16
Yangel Herrera,Girona es,MF,2025-01-29,League phase,home,eng Arsenal,34,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2024-2025,MID,1,16
Alejandro Francés,Girona es,LB,2025-01-29,League phase,home,eng Arsenal,90,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2024-2025,DEF,1,16
Juanpe,Girona es,CB,2025-01-29,League phase,home,eng Arsenal,90,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2024-2025,DEF,4,16
Antal Yaakobishvili,Girona es,CB,2025-01-29,League phase,home,eng Arsenal,90,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2024-2025,DEF,0,16
Arnau Martinez,Girona es,RB,2025-01-29,League phase,home,eng Arsenal,90,0,0,0,0,2,1,1,0,0,0,3,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2024-2025,DEF,0,16
Pau López,Girona es,GK,2025-01-29,League phase,home,eng Arsenal,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,4,0,2024-2025,GK,5,16
Raheem Sterling,eng Arsenal,FW,2025-01-29,League phase,away,Girona es,90,0,0,0,1,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2024-2025,FWD,1,16
Leandro Trossard,eng Arsenal,FW,2025-01-29,League phase,away,Girona es,69,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2024-2025,FWD,5,16
Kai Havertz,eng Arsenal,"FW,MF",2025-01-29,League phase,away,Girona es,21,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2024-2025,FWD,1,16
Ethan Nwaneri,eng Arsenal,FW,2025-01-29,League phase,away,Girona es,86,1,0,0,0,3,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2024-2025,FWD,6,16
Gabriel Martinelli,eng Arsenal,"FW,MF",2025-01-29,League phase,away,Girona es,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2024-2025,FWD,1,16
Mikel Merino,eng Arsenal,CM,2025-01-29,League phase,away,Girona es,90,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2024-2025,MID,2,16
Jorginho,eng Arsenal,CM,2025-01-29,League phase,away,Girona es,81,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2024-2025,MID,7,16
Declan Rice,eng Arsenal,"DF,MF",2025-01-29,League phase,away,Girona es,9,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2024-2025,DEF,0,16
Martin Ødegaard,eng Arsenal,CM,2025-01-29,League phase,away,Girona es,90,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2024-2025,MID,2,16
Riccardo Calafiori,eng Arsenal,LB,2025-01-29,League phase,away,Girona es,69,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2024-2025,DEF,2,16
Myles Lewis-Skelly,eng Arsenal,DF,2025-01-29,League phase,away,Girona es,21,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2024-2025,DEF,1,16
Gabriel Magalhães,eng Arsenal,CB,2025-01-29,League phase,away,Girona es,90,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2024-2025,DEF,2,16
Jakub Kiwior,eng Arsenal,CB,2025-01-29,League phase,away,Girona es,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2024-2025,DEF,2,16
Thomas Partey,eng Arsenal,RB,2025-01-29,League phase,away,Girona es,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2024-2025,DEF,1,16
Jurriën Timber,eng Arsenal,DF,2025-01-29,League phase,away,Girona es,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2024-2025,DEF,1,16
Neto,eng Arsenal,GK,2025-01-29,League phase,away,Girona es,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,2024-2025,GK,4,16
Sandro Kulenović,Dinamo Zagreb hr,FW,2025-01-29,League phase,home,it Milan,90,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2024-2025,FWD,2,16
Marko Pjaca,Dinamo Zagreb hr,AM,2025-01-29,League phase,home,it Milan,69,1,0,0,0,3,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2024-2025,MID,6,16
Stefan Ristovski,Dinamo Zagreb hr,"DF,MF",2025-01-29,League phase,home,it Milan,21,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2024-2025,DEF,1,16
Martin Baturina,Dinamo Zagreb hr,AM,2025-01-29,League phase,home,it Milan,89,1,0,0,0,4,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2024-2025,MID,7,16
Nathanael Mbuku,Dinamo Zagreb hr,MF,2025-01-29,League phase,home,it Milan,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2024-2025,MID,1,16
Luka Stojkovic,Dinamo Zagreb hr,AM,2025-01-29,League phase,home,it Milan,73,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2024-2025,MID,2,16
Juan Córdoba,Dinamo Zagreb hr,MF,2025-01-29,League phase,home,it Milan,17,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2024-2025,MID,1,16
Josip Mišić,Dinamo Zagreb hr,DM,2025-01-29,League phase,home,it Milan,90,0,0,0,0,1,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2024-2025,MID,1,16
Arijan Ademi,Dinamo Zagreb hr,DM,2025-01-29,League phase,home,it Milan,69,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2024-2025,MID,2,16
Marko Rog,Dinamo Zagreb hr,MF,2025-01-29,League phase,home,it Milan,21,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2024-2025,MID,1,16
Ronaël Pierre-Gabriel,Dinamo Zagreb hr,LB,2025-01-29,League phase,home,it Milan,89,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2024-2025,DEF,5,16
Leon Jakirovic,Dinamo Zagreb hr,FW,2025-01-29,League phase,home,it Milan,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2024-2025,FWD,1,16
Raúl Torrente,Dinamo Zagreb hr,CB,2025-01-29,League phase,home,it Milan,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2024-2025,DEF,2,16
Samy Mmaee,Dinamo Zagreb hr,CB,2025-01-29,League phase,home,it Milan,90,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2024-2025,DEF,2,16
Kévin Théophile-Catherine,Dinamo Zagreb hr,RB,2025-01-29,League phase,home,it Milan,90,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2024-2025,DEF,2,16
Ivan Nevistić,Dinamo Zagreb hr,GK,2025-01-29,League phase,home,it Milan,90,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4,0,2024-2025,GK,5,16
